EFECTIVO;CXC;INVENTARIO;EQ_OFICINA;EQ_TRANSPORTE;TERRENOS_Y_CONSTRUCCIONES;CXP;CONTRIBUCIONES_X_PAGAR;ANTICIPOS_CTE;CAP_SOCIAL;UTILIDADES_ACUMULADAS;UTILIDAD_O_PERDIDA;TOTAL_VENTAS;TOTAL_COMPRAS;UTILIDAD_BRUTA;TOTAL_GASTOS;OBJETIVO
3947430325;32855878.31;19725889.51;13115408190000000;12934605829999900;38210140689999900;39849783.12;5028581886;1674006525;1370661485;15129107.1;-3644236106;167730296.1;;32202419.17;30037206.02;1
2678646549;5116292283;4415638676;29321956260000000;7039092293;-8998775771;435272.41;4700543167;1087088638;6472126984;-11569748.21;1209308351;30743366.62;5474227447000000;21324793.25;;1
447768598;13098215.19;24864553.18;1645627793;;6187214921;47192596.69;1665923895;2576455996;5400547817000000;;-31322852430000000;;76245171.21;26145209.32;20102066.65;1
8465240240000000;22766259.1;21242170.0;2001716545;8727453835;50782849969999900;42268788.73;;27800914460000000;1405340711;1121410005;-6098992667;72812495.03;;16226333.76;20773899.83;1
1519413281;;1969191391;39722124.19;3094744271;-4341261286;;4125795687;3617615064;5149872419;2446426263;-27649202830000000;;;6761629405;6090622324;1
;22606605.8;7741936352;9700069741;18456613490000000;-11735152.47;;;8718095684;19006854519999900;16311325.02;-13428338469999900;100421144.0;71176549.26;;;1
7697998625;57596833.61;35731482.91;1260228105;4137137697;5294820466;96241357.03;1519212629;;;13998598.46;-3198335276;;172970304.6;62359795.44;57779240.59;1
9002053976;;1938520871;14774726.57;22640328419999900;-6290860001;16993415.21;538450395;4049282792;5658574472999990;-18797689230000000;721500349;73872265.5;50407721.29;28185875.38;;1
3712561.99;103937914.4;22603660.4;79009337.42;4826082319;-4944388257;123612106.3;3631171431;22214943.12;1037568253;;-7628953453;595877211.7;730695041.0;20619120.26;18123207.66;1
15254900590000000;35926163.57;35483718.27;1718565621;2588437078;32551557410000000;45367492.04;;24430825130000000;;;-2559953419;332732924.3;191641048.1;32255160.92;34898523.82;1
567212365;20891991169999900;6679503182;;62780086079999900;-17733140259999900;2652350662;2188416418;5007065408;9678836773;7740638507999990;-2861039104;30125743.97;7380612372;4631326202;4473355089;1
;6744462536;1780297317;3761715523;5306917225;-7900801313999990;12515673.63;9960446833999990;1822838409;2542145411;2093363156;-5867607524;13756482.67;106881562.6;33513196989999900;5835771194;0
2181704122;9947570586000000;;5137196443;4024558165;8303812817000000;40578158.67;5600214926;2252840538;5828997749;;;69529862.34;47068669.64;11802628.78;13724475.94;1
;;5736101622;3418805325;2421831102;4195534097;14165443.07;1904692875;1261333869;3570398162;-4835072784;-1474387358;17929513.8;12736151.47;11052515.56;14986050.97;1
1392073.03;;48324274.84;7604428522;667408245;6105427335;56237295.12;1513854124;31218258460000000;;13280656.57;-5195458656;157260833.3;182107177.3;17725797.24;35087110.53;1
5603706672;24933449.21;56714780.9;1404415679;1110771533;7884925941000000;43110567.58;7733676327;8345163659;11574533.97;6270013422;-7365167295;238236750.9;;57785034.06;49244172.83;1
6402775938;59092087.38;13032260.61;2459906795;8990554588;8173168899;56615493.61;6589340722;3684259449;14971905280000000;21003166.8;-1063349251;261661879.1;57503377.32;44056530.68;51453789.07;1
5251459499;13080065.64;23884832.61;1389709241;6652466386;8276118925;38490493.3;1968580556;3025880583;7940597625;;-3835847474;71784161.09;23548217.21;;;1
6560573884;17643512.62;20486417.41;3001402905;1040605118;3323079103;34677477.75;3905237827;2561826461;35674798019999900;12840870.12;-2041230211;198915585.6;55081294.65;24622092.79;21132677.07;1
3203382639;;7119909025;1360949545;660100009;1260035265;2201632471;7523607913;3295410634;2168431932;-1239692842;4886034769;34076687.9;4785228363;2602762.79;6071929801;1
1147009.47;;6445000665;;8401897803;-4148975932;28457241760000000;2446123814;2379210367;6715483477999990;5113570552;598983688;34166062.41;6928552043;4144345288;53924468610000000;1
17462111399999900;5344053223999990;7528659092;4402255545;4875104642;2238467.11;6662544347999990;2221277431;942902892;2060875.84;9752422446;-19290131919999900;70972935.79;;10097657.63;9500344425;1
4959012355;22906723.86;;1070984192;5769184244;8196411808999990;32150173.23;2006793228;514441612;8909444044;12464848.21;;192509318.4;27683514.86;33475170.72;23814291.86;1
34421883210000000;;2886586.84;50317965.56;4596637267;-6418737487000000;41054483.79;1934169529;;1112757624;13399073.0;-11281854409999900;267525341.8;162814538.8;29703675.12;25743913.26;1
1349811709;21022540.92;25372359.13;2114316461;;-1060597266;;5618582577;4522870.99;7746003842999990;;-1104331269;172833587.2;;40395058.39;25199860.89;1
8762174576;11259023.55;;1787120956;7866307574;-17018626130000000;8566886.46;;4558192731;6974512615;6378054668;8454824355;54718738.77;31674897.82;18548179.06;38150959.64;1
613806895;9098869803;17802432.73;8183095242999990;;5256755452;;2512711103;1445032908;11588271409999900;11768987.1;-5048345899;65349783.25;;9352839473;;1
3363157523;2347397638;5005681762;;1313637977;2296266932;;1397970637;3194033808;5397999972;-23883118030000000;5135075444;34227959.97;5946271194;2981750733;;1
1360740257;8142305467;4428846856;731844995;6314216496;-6900646793;4933837687;9605767573999990;2187640307;15585588469999900;3350758105;1011131413;47935830.48;;18958593.64;18994314.6;1
1130925129;;5814412255;4241097382;1117849346;-3658006559;47596335.13;1189220476;19045149619999900;3032893051;14723139.63;-1040072594;;49128968.65;;28334652.44;1
2532569847;3087747376;36993105310000000;3710395987;5368563789;31936055539999900;;3961031113;3616465058;;4976884016;-4699138142;31496300.48;40417487.47;;4605697.15;1
1125148507;;14652034.29;5637536711;3466217245;;;2779429208;2350964115;3751303143;18251355.57;-31748817260000000;347070658.8;;17131950.45;24249868.74;1
1425235221;;32507639.32;1143470882;3589226287;5819763529;52770168.29;;2174846.59;;2529032904;-5183885756;86776362.22;158542146.4;24889763.27;;1
1890111006;24559397369999900;5747422169;9959132946000000;5213729422;-1193622451;2451835.45;607102288;;5216987807;8334818693;7485067943999990;58238479.91;;2499173836;2791649.62;1
;8525506228;1696778178;7438056918;1273584039;1463057234;19363487.57;2625583495;;2954461726;6186805.57;-4117758292;52743237.11;61811719.43;9810110875;7110921932;0
4800379213;18967737.14;;;2265912965;-5783230579;28300913.3;;4458038513;;6661317716;-3710309911;;67503370.64;19976843.73;;1
14128725469999900;14333087.51;1021374484;1657270668;;-8592963702;7274350962;5784065041;;9810468399;6520979495;9993614738;42168255.83;5338011618;26168288.35;20492620.28;1
3205105794;;19923466;6894786802000000;;-6379890246;12526040800000000;158671.47;1477239336;2441747873;-3455391461;1190635886;15787486.36;2191344043;8469527582;8794007034;1
1650809215;;10484544.59;57944165.94;20611014419999900;;;1006736849;5171587481000000;;17853663.1;-4169830235;;104680023.9;22228436.17;23310909.18;1
2051691.44;11795255.12;12533755359999900;30669406810000000;5388425808999990;-9158540868999990;5402590746;;;5153029688;9839790.23;;163331146.3;79559341.65;12589462.94;8445787814;1
1582181576;1601275881;17452403090000000;9407454025;;;11060619.24;9427175351000000;34287031119999900;4340889479;2417220054;-7402691011;12357869.17;17794661.78;;788622448;1
1412400.71;13782956.37;5831103165;3087721628;1130443162;-7192522522999990;15069595.41;;;1491216.14;10582816.07;-2539303819;65470692.06;29391166.07;3213284771;7126110484;0
7116219908;11504399.87;7402842.19;3102543.83;16424007580000000;;25250883.99;8033260358;6840272747;3355604.5;7233947402000000;-32221525310000000;101202388.3;52367287.22;11451379.07;8158659.58;1
65019554070000000;1198289095;1153744844;8362744223;;29282304680000000;2161764859;65303539679999900;6567522447;5124348106;-1934903.57;-3676475798;17890184.68;47670486.45;;3076534713;1
8414420451;;4608051674;2129534894;;;13909574.18;2606861807;;2925027748;3992552035;-1257601598;118047776.4;215021165.0;13498626.63;30503604.87;1
953688438;34405514839999900;9587890.16;;15607633730000000;7163502306;6981998682;3592038333;1476683313;4986579143;2188259579;-3686598477;15881636.97;4168730873;2918664707;;1
3424923757;5740080489;5299653555;;5733506123;-2009687.62;5563553885;2478721848;5136535855;3411427.99;;4936635504;28035873.78;13249243.92;16307419.01;13328119.13;1
1233815.09;18188474.71;5806366157000000;5663117075;1211832675;-6335827056;23561724.54;2369242071;3038641975;5305423016;22538475.82;-2274567352;257927683.4;27169460.92;9988953397;;1
;59142326.01;7178505657000000;71171803.29;13684929109999900;;;;7241653512999990;1727315227;;-4562718192;200714730.0;167348836.7;22361859.61;27826358.79;1
2071539679;35144618.38;13157637.05;8158220679;32932163880000000;-3913139.95;39666932.08;432378965;15601423.44;6466626107;19125895.42;-7090723107999990;214065643.9;428108826.7;;8305095695;1
4196023205;11668042.82;2039380051;1532485832;2295583865;5869885329999990;9328753.38;3767725576;3669398426;2574589701;6369437456;;74821377.55;54943014.68;17595940.22;25125189.28;1
;;17759272.16;40604761810000000;30798304080000000;1091270529;58704825.34;813434178;3006638262;8473274412999990;12323671.57;-7693156445;271940874.9;228648868.2;43498724.2;45832007.16;1
1990862737;1139239.58;1655598948;165994491;;1615706458;;;1238216.81;8747161286;-6423653621;-1217338172;29928920.03;23915856.19;4513099526000000;31125540239999900;1
8487108377;12433899.24;2464181995;7695031482999990;;423642222;;8430701379;23254406969999900;;5982791535;3897602376;;44603524.73;35826771.45;21532230.37;1
;;4781407912;7676921881;1441064903;;4808969532;7631547242;329479827;7216907182999990;-8714555313;1090401288;;6409487946;18672187.58;13344260.2;1
5900759132;2079583529;2622742173;1249376243;;1243073278;20868643269999900;182931112;8715870513;4941134493;-6010900055;2914353728;27555123.22;;7861993812000000;7137581.59;1
6219958153;73232208.42;;7727724454;2629336572;-6606613612000000;71209345.65;1310607053;10374551.41;30423930.89;16713813.88;-1696312916;224179650.6;140242560.0;60853286.23;42993530.34;1
;15460445.62;9955390324;1463445139;4955317725;-5222066.57;16053048.99;;1879751.05;2091647746;7295074151000000;-1007239075;50605514.52;21597425.98;14542600.71;12935466.75;1
4305687201;6457738308999990;5793139071;2971819985;2096535477;-14345903530000000;14642451.61;2088664491;1122872693;1100565.01;5255180.93;;78660017.9;29518796.57;23487904.72;15355787.57;1
2088795215;;10566724840000000;2430719272;1000052613;-10686519.88;19249621.35;7512906467;;34722424910000000;14526779.41;-1132310072;92674624.24;72734729.11;19367619.45;24214627.53;1
2325342814;5829141011;;1420146486;3252748405;3777343972;3004315768;;;3874536.0;-3397216672;3812162585;20149027.95;;2020411313;4860482985;1
5167702252;64529066.61;17034374.99;;2768234.82;;57276159.35;1177059387;32159531010000000;2871001792;22015637.42;-4415217365;392370132.2;;;44384729.71;1
127135.66;2052815545;2972417556;4557365049;;20864214330000000;4466327.92;3815445087;5579447218;5480299667000000;-15529529730000000;-2296976357;21721977.01;;2612967833;6333946.43;1
4816572223;;26554526.5;4367948567;1292626234;8482883982;8611579575;2456249208;5139289955;;;-44391717530000000;10007865.15;78502520.1;;14691329.12;1
;;;9271906478;37553510069999900;3282411818;76644207.19;5375320453;7131042622;5461764201;17143246.93;-4088649922;;808032527.4;40483686.4;40174231.16;1
5834903434;;;6582169858;18300302680000000;;13445692.82;1223444124;8258520114;2689381795;-35468586489999900;1105988.87;106999424.6;26273141.71;46321444.87;35663897.95;1
3684083.94;;;16812591809999900;19883595990000000;-8018044414;18094780.37;3883898524;4624678237;;4339384295;1095454249;147009303.0;48547643.47;51949514.41;41388378.79;1
3443587642;2365713275;;2303552897;8212187484;-1816129072;20352632980000000;1149821994;3782728398;13531881619999900;7880952268;-5846429353;24776706.26;18648322.81;37322739239999900;7282314568;1
;54413655.19;;33948997.31;1264967067;-9936799354;34601237.14;1305246985;3531532955;25378019659999900;29144647.18;-7588508449;131791194.4;241073473.2;7892834335;12845630.23;0
3716378906;5539587945;9575473509999990;;;2172946081;9026565372;216208552;10021747159999900;13729472659999900;;5139351855;;2950280199;2998213862;8378512944;1
1877199986;1399877564;3375255344;5959305447;;3052028.36;;139720837;1803940291;3073498222;-10621066.8;7516880231;2357766643;4063188522;8342868143;2335313672;1
;22366243.47;;37695434.06;5861850528;-11193985.62;;8819782201;5393487571;3462215355;;7137207158;194631686.8;76271045.3;20116267.8;20457289.31;1
;15196035.13;;7872223.66;6293688264;6660289481000000;39421369.36;2846892913;;1186511055;-1748655645;-9992694059;;39179223.29;41976051.85;28957635.85;1
2465434249;75179997.36;81981610770000000;2255869337;15317193630000000;-11756538.61;42351621.49;6036250728;;7254965761;28086151.44;-23753584590000000;;196321380.9;;;1
7052673343;1928919771;2789512161;6274519093;1056540051;3249393617;2364011425;1337193818;10861619009999900;;;-2061929783;30856113.81;;16014169919999900;15413859630000000;1
2176382712;12508279740000000;2371422477;3641493453;;7373397127;4926152549;1725997441;2596932595;5117217254;-15308790.58;-6280134019;3557963035;7732689485;5692791.71;9220888897;1
3350983284;8088472819;;495984899;24222830899999900;8302560187000000;39748665.36;;3273169751;4684302927;-1374781678;-5961244473999990;50671557.0;68536046.93;13793927.26;13297555.18;1
7536506002;7455562791;10713960.52;2032675195;1477184767;7577700.24;5507119999;8306314458;;;7448739078;-2284589601;93184814.16;20999631.73;14953739.56;17328441.79;1
;4906465931;;1763433727;2687962102;;11465259.81;1488290732;1413628.97;3961233108;11304813.83;-3570674251;66286253.13;10494187.71;4543457.42;6170285752;1
1211068153;12360771.85;;7930402491;3331622614;-3391509189;15748833.3;;2214885813;8860171132000000;33269529869999900;-1875746.13;;22776837.58;9544510384;10382142.3;1
7030529128;59029810.98;;;2452853727;-4538714973999990;67535235.3;;;10170314.86;8931605161;36677088700000000;239465439.5;;62556782.92;63008707.8;1
2874395252;7551251503;3756190755;5756030204;4235982094;-7918612555;12767842.82;3261425443;1345799846;4741273.87;-29966584460000000;5753648229;81377790.45;158071431.7;;28140800.79;1
3301560612;14718132.97;27336684.59;1369669099;1371888623;7547887598999990;43827638.08;7216250736;3313597.61;17998840.14;3479086346;-2346078535;46519563.32;39101137.89;30911439.02;;1
8133775223;27378561.77;1720981205;25828948819999900;7571838765;-6912757706;13463919.47;327681.96;1607154085;3886579845;;-4562620155;71464908.78;60098467.12;5031901748;11947388.46;0
17057339809999900;2673660364;;7027021077;3757786593;;10907711.49;6379154207;815330683;8170232099;11937104.51;-49329718889999900;75117915.0;11286170.39;4436377471;5940037797;1
7485123465;;7909125476;6212710995;2166549569;2205122946;12268974.26;9199337616;5350936552;2091745601;;-5651751932;91373366.4;98963844.98;16073342.28;24903243.57;1
5968597446;4314202613;22504349.59;2190275665;4074739293;7632093062999990;14132000.06;5232148795;;13301531.43;-12650479.91;-3297573317;13882748.62;148065913.9;14944215.12;;1
1222141659;9180109314;7724896027;4298923007;3144449543;-2436087565;6239459714;2533878515;1193395113;2237499472;-1713207226;9777339584;66235672.0;57539590.27;;31438408.07;1
1872689867;7666590316000000;16866334.39;2314464476;;;34493154.57;1908861328;3361512328;3036136305;7568058591;-6663048241;64802470.83;51004843.91;4407993288;8000746695;1
;;1870050819;1606530977;2594498144;;4801109869;;567453249;;;2954714009;32707201969999900;;1883906997;34745592180000000;1
;3509036443;6861981251;;3303097702;6296926946;;;5654152917;2054319979;9943672037;-8210238021;17373154.53;4188665107;41035886410000000;5142929.48;1
2548054156;939434.47;4252416192;1552811287;5042630793;;;7692033481;5311509813;;-5573034993;7106095377000000;13481915.67;8321094217999990;5578225.18;3582208327;1
4292098127;2297235.18;13120692.89;;;7582767698;9536797587000000;186479479;6048274327;4561520.6;-10469904.63;-1150183797;;28217732.12;19872430.9;17577392.2;1
1370487576;1560897618;10091685090000000;9239440822;7856934852;23996596319999900;28153665069999900;29502747310000000;1696659616;;-5460065065;-2072704511;7759412795;9317689215;;5331934507;1
2441297503;48970451.89;;9900394989;1271120303;-11400729.31;49066089.17;6051306621;20085297019999900;;20141191.12;-3462959765;182365065.8;245702309.5;41537168.78;31686170.23;1
4278643345;2588043989;1024342151;3683211787;1754734007;-7510596087;9189199626;1457336706;5410359512;9051642511;3566133.11;549712629;40311857.88;;6824680751;;1
19784511809999900;38072155.44;65945805.5;11443273.44;3519002903;;83423918.06;1086282459;18194938.97;24375565840000000;;-6872522583;260049526.6;1328333586.0;42057380.9;24943106.61;1
